,player,player_id,season,team,conference,ATT,COMPLETIONS,INT,PCT,TD,YDS,YPA
1833,Hunter Renfrow,3135321.0,2018,Clemson,ACC,2,1,0,0.5,0,2,1.0
918,Clay Millen,4432733.0,2021,Nevada,Mountain West,2,1,0,0.5,0,2,1.0
3400,Myles Gaskin,3886818.0,2018,Washington,Pac-12,1,1,0,1.0,1,2,2.0
1861,Isaac Stiebeling,4039315.0,2018,Eastern Michigan,Mid-American,2,2,0,1.0,0,2,1.0
3499,Nick Porebski,3930292.0,2017,Oregon State,Pac-12,1,1,0,1.0,0,1,1.0
1152,Daniel Richardson,4570259.0,2019,Central Michigan,Mid-American,3,1,0,0.333,0,1,0.3
1886,Isaih Pacheco,4361529.0,2021,Rutgers,Big Ten,1,1,0,1.0,0,1,1.0
2633,Justin Rogers,4362431.0,2018,TCU,Big 12,1,1,0,1.0,0,1,1.0
3557,Oscar Bradburn,4240867.0,2017,Virginia Tech,ACC,1,1,0,1.0,0,1,1.0
2632,Justin Rankin,4038919.0,2017,Kent State,Mid-American,1,1,0,1.0,1,1,1.0
1105,Dakereon Joyner,4362852.0,2018,South Carolina,SEC,2,1,0,0.5,0,1,0.5
4250,Tion Green,535728.0,2015,Cincinnati,American Athletic,1,1,0,1.0,1,1,1.0
2291,Jay Butterfield,4430865.0,2022,Oregon,Pac-12,1,1,0,1.0,0,1,1.0
4043,Stephen Kotsanlee,4606179.0,2023,Utah State,Mountain West,1,1,0,1.0,0,1,1.0
3786,Rontavius Groves,4037514.0,2020,North Carolina,ACC,1,1,0,1.0,1,1,1.0
2336,Jeff George Jr.,3861927.0,2018,Pittsburgh,ACC,3,1,0,0.333,0,1,0.3
3584,Patrick O'Brien,4034857.0,2021,Washington,Pac-12,3,1,0,0.333,0,1,0.3
938,Cody Thomas,550504.0,2015,Oklahoma,Big 12,3,1,0,0.333,0,1,0.3
2778,Kelton Moore,3914826.0,2019,Nevada,Mountain West,1,1,0,1.0,0,1,1.0
3949,Seth Green,4034772.0,2019,Minnesota,Big Ten,1,1,0,1.0,1,1,1.0
1018,Connor Cigelske,4613155.0,2022,Georgia Southern,Sun Belt,3,1,0,0.333,0,1,0.3
3697,Raheim Jeter,4912864.0,2023,East Carolina,American Athletic,2,1,0,0.5,0,1,0.5
1002,Conner McQueen,532118.0,2016,Texas A&M,SEC,1,1,0,1.0,0,1,1.0
1475,Dymond Lee,4035816.0,2017,UCLA,Pac-12,1,1,0,1.0,0,1,1.0
3705,Rawleigh Williams III,3916921.0,2016,Arkansas,SEC,1,1,0,1.0,1,1,1.0
3851,Ryan Sanborn,4569337.0,2023,Texas,Big 12,1,1,0,1.0,0,1,1.0
2950,Larry Hodges,4427491.0,2020,Miami,ACC,1,1,0,1.0,0,1,1.0
3698,Rakeem Boyd,4047337.0,2019,Arkansas,SEC,1,1,0,1.0,0,1,1.0
4431,Tyler Cameron,530328.0,2015,Florida Atlantic,Conference USA,1,0,0,0.0,0,0,0.0
2745,Keaontay Ingram,4362087.0,2018,Texas,Big 12,1,0,0,0.0,0,0,0.0
4430,Tyler Byrd,4035171.0,2017,Tennessee,SEC,1,0,0,0.0,0,0,0.0
1675,Glenn Smith,3124853.0,2017,Georgia State,Sun Belt,1,0,1,0.0,0,0,0.0
1658,Gerry Bohannon,4362915.0,2018,Baylor,Big 12,1,0,0,0.0,0,0,0.0
195,Anthony Nash,530273.0,2015,Duke,ACC,1,0,0,0.0,0,0,0.0
1682,Grant DuBose,4879650.0,2022,Charlotte,Conference USA,1,0,0,0.0,0,0,0.0
1674,Glenn Smith,3124853.0,2016,Georgia State,Sun Belt,1,0,0,0.0,0,0,0.0
2754,Keelan Ewaliko,547170.0,2016,Hawai'i,Mountain West,1,0,1,0.0,0,0,0.0
1694,Grant Powell,532163.0,2016,South Alabama,Sun Belt,1,0,1,0.0,0,0,0.0
2755,Keelan Ewaliko,547170.0,2017,Hawai'i,Mountain West,1,0,0,0.0,0,0,0.0
1713,Greg Dortch,4037235.0,2017,Wake Forest,ACC,1,0,0,0.0,0,0,0.0
1691,Grant Loy,4046743.0,2020,Auburn,SEC,2,0,0,0.0,0,0,0.0
2757,Keenen Johnson,4039662.0,2017,Tulsa,American Athletic,1,0,0,0.0,0,0,0.0
2743,Keandre Lambert,4430870.0,2023,Penn State,Big Ten,1,0,0,0.0,0,0,0.0
2763,Kell Walker,4036942.0,2016,Army,FBS Independents,2,0,0,0.0,0,0,0.0
1692,Grant McKinniss,4035059.0,2020,Missouri,SEC,1,0,0,0.0,0,0,0.0
208,Anthony Williams,534212.0,2015,UNLV,Mountain West,1,0,0,0.0,0,0,0.0
207,Anthony Wales,536440.0,2015,Western Kentucky,Conference USA,1,0,0,0.0,0,0,0.0
197,Anthony Ratliff-Williams,3895828.0,2018,North Carolina,ACC,2,0,0,0.0,0,0,0.0
681,Cam Phillips,3124079.0,2017,Virginia Tech,ACC,1,0,0,0.0,0,0,0.0
192,Anthony Jones,3914305.0,2019,Florida International,Conference USA,1,0,0,0.0,0,0,0.0
1770,Hasise Dubois,4037582.0,2016,Virginia,ACC,1,0,0,0.0,0,0,0.0
1773,Hassan Haskins,4372071.0,2020,Michigan,Big Ten,1,0,0,0.0,0,0,0.0
1776,Hayden Hurst,3924365.0,2017,South Carolina,SEC,1,0,0,0.0,0,0,0.0
2672,Kahleil Jackson,4693740.0,2023,Florida,SEC,1,0,1,0.0,0,0,0.0
2669,Kaden Keon,4039266.0,2019,Central Michigan,Mid-American,1,0,0,0.0,0,0,0.0
2666,Kadarius Toney,4240600.0,2019,Florida,SEC,1,0,0,0.0,0,0,0.0
162,Andrew Libby,3125943.0,2016,UMass,FBS Independents,1,0,0,0.0,0,0,0.0
2663,KaVontae Turpin,3676833.0,2018,TCU,Big 12,1,0,1,0.0,0,0,0.0
157,Andrew Erickson,4374076.0,2021,New Mexico,Mountain West,2,0,0,0.0,0,0,0.0
1823,Hunter Fralick,3124618.0,2015,Nevada,Mountain West,3,0,0,0.0,0,0,0.0
4484,Tyler Van Dyke,4685186.0,2020,Miami,ACC,2,0,0,0.0,0,0,0.0
2643,Jyvon Brown,4256237.0,2017,UMass,FBS Independents,1,0,1,0.0,0,0,0.0
2642,Juwan Johnson,3929645.0,2019,Oregon,Pac-12,1,0,0,0.0,0,0,0.0
147,Andre Wilson,4239837.0,2018,UAB,Conference USA,1,0,0,0.0,0,0,0.0
146,Andre Williams,4260320.0,2018,Akron,Mid-American,1,1,0,1.0,0,0,0.0
1844,Ian Sadler,3139484.0,2015,Texas Tech,Big 12,1,0,0,0.0,0,0,0.0
2623,Justin Ibieta,4685040.0,2023,Tulane,American Athletic,2,0,0,0.0,0,0,0.0
1845,Ian Wheeler,553940.0,2015,Oregon,Pac-12,1,0,0,0.0,0,0,0.0
1771,Hasise Dubois,4037582.0,2018,Virginia,ACC,1,0,0,0.0,0,0,0.0
2696,Kaleb Fossum,3927804.0,2018,Nevada,Mountain West,1,0,0,0.0,0,0,0.0
191,Anthony Johnson,4049301.0,2018,Buffalo,Mid-American,1,0,0,0.0,0,0,0.0
173,Andrew Scanlan,533331.0,2015,Northwestern,Big Ten,1,0,0,0.0,0,0,0.0
181,Anthony Beck II,4361404.0,2020,Georgia Southern,Sun Belt,1,0,0,0.0,0,0,0.0
2736,Kaylon Watson,3124951.0,2015,Louisiana Monroe,Sun Belt,1,0,0,0.0,0,0,0.0
2735,Kaylon Horton,4583940.0,2022,North Texas,Conference USA,1,0,0,0.0,0,0,0.0
2734,Kaylon Geiger,4427267.0,2021,Texas Tech,Big 12,2,0,1,0.0,0,0,0.0
4455,Tyler Lytle,4243162.0,2019,Colorado,Pac-12,1,0,0,0.0,0,0,0.0
2733,Kaylon Geiger,4427267.0,2019,Troy,Sun Belt,1,0,0,0.0,0,0,0.0
2727,Kavious Price,4038930.0,2017,Kent State,Mid-American,1,0,1,0.0,0,0,0.0
2726,Kavious Price,4038930.0,2016,Kent State,Mid-American,1,0,0,0.0,0,0,0.0
2720,Kavaris Thomas,4363077.0,2018,Western Kentucky,Conference USA,1,0,0,0.0,0,0,0.0
1656,Geronimo Allison,3115913.0,2015,Illinois,Big Ten,1,0,1,0.0,0,0,0.0
4460,Tyler Natee,4045298.0,2016,Indiana,Big Ten,1,0,0,0.0,0,0,0.0
1753,Hamp Cheevers,4035339.0,2018,Boston College,ACC,1,0,0,0.0,0,0,0.0
1760,Harold Fannin,5083076.0,2022,Bowling Green,Mid-American,1,0,0,0.0,0,0,0.0
1761,Harold Fannin,5083076.0,2023,Bowling Green,Mid-American,1,0,0,0.0,0,0,0.0
2705,Kareem Coles,3918080.0,2015,Idaho,Sun Belt,1,0,0,0.0,0,0,0.0
2703,Kamrin Solomon,3122733.0,2016,Florida Atlantic,Conference USA,1,0,0,0.0,0,0,0.0
174,Andrew Scanlan,533331.0,2016,Northwestern,Big Ten,1,0,0,0.0,0,0,0.0
1657,Gerrit Prince,4374361.0,2019,UAB,Conference USA,1,0,0,0.0,0,0,0.0
2843,Khalil Shakir,4373678.0,2021,Boise State,Mountain West,1,0,1,0.0,0,0,0.0
1651,George Johnson,4572040.0,2022,UMass,FBS Independents,1,0,0,0.0,0,0,0.0
4335,Trent Taylor,545677.0,2015,Louisiana Tech,Conference USA,1,0,0,0.0,0,0,0.0
1422,Drew Galitz,3928923.0,2018,Baylor,Big 12,1,0,0,0.0,0,0,0.0
2984,Line Latu,4363523.0,2019,Eastern Michigan,Mid-American,1,0,0,0.0,0,0,0.0
2979,Lincoln Victor,4428753.0,2021,Washington State,Pac-12,1,0,0,0.0,0,0,0.0
276,Austin McCready,4687499.0,2022,Louisiana Tech,Conference USA,2,0,0,0.0,0,0,0.0
2963,Lequint Allen,4911851.0,2023,Syracuse,ACC,1,0,0,0.0,0,0,0.0
2961,Leonard Fournette,559752.0,2016,LSU,SEC,1,0,0,0.0,0,0,0.0
4345,Trestan Ebner,4259169.0,2018,Baylor,Big 12,1,0,1,0.0,0,0,0.0
4347,Trevon Wesco,4039253.0,2018,West Virginia,Big 12,1,0,0,0.0,0,0,0.0
275,Austin Lee,3894887.0,2018,BYU,FBS Independents,1,0,0,0.0,0,0,0.0
4349,Trevor Bycznski,4429357.0,2019,Buffalo,Mid-American,1,0,0,0.0,0,0,0.0
4350,Trevor Bycznski,4429357.0,2020,Buffalo,Mid-American,1,0,1,0.0,0,0,0.0
1481,Eddie Daugherty,3916651.0,2015,Eastern Michigan,Mid-American,1,0,0,0.0,0,0,0.0
269,Austin Kafentzis,3886612.0,2017,BYU,FBS Independents,1,0,0,0.0,0,0,0.0
2944,Lance LeGendre,4426454.0,2022,Louisiana,Sun Belt,1,0,0,0.0,0,0,0.0
4356,Trevor Wilson,4570250.0,2021,Kansas,Big 12,1,0,0,0.0,0,0,0.0
2941,Lamical Perine,4034952.0,2019,Florida,SEC,1,0,0,0.0,0,0,0.0
1486,Eli Heidenreich,5081508.0,2023,Navy,American Athletic,1,0,0,0.0,0,0,0.0
1494,Elijah McGuire,545809.0,2015,Louisiana,Sun Belt,2,0,0,0.0,0,0,0.0
2934,LaBronz Davis,4570422.0,2020,Bowling Green,Mid-American,2,0,1,0.0,0,0,0.0
3005,Logan Piper,556627.0,2015,Houston,American Athletic,1,0,0,0.0,0,0,0.0
4334,Trent Sherfield,3122168.0,2016,Vanderbilt,SEC,1,0,0,0.0,0,0,0.0
2804,Kenny Scribner,4571556.0,2020,South Florida,American Athletic,1,0,0,0.0,0,0,0.0
4333,Trenard Davis,3917634.0,2019,Illinois,Big Ten,1,0,0,0.0,0,0,0.0
282,Austin Proehl,3116680.0,2017,North Carolina,ACC,1,0,0,0.0,0,0,0.0
3045,Luke Langdon,3916786.0,2017,Army,FBS Independents,2,0,2,0.0,0,0,0.0
280,Austin Parker,3917796.0,2019,Duke,ACC,1,0,0,0.0,0,0,0.0
3044,Luke Langdon,3916786.0,2015,Army,FBS Independents,1,0,0,0.0,0,0,0.0
4318,Trae Hall,4374062.0,2022,New Mexico,Mountain West,1,0,0,0.0,0,0,0.0
1389,Dontravious Wilson,551182.0,2016,UCF,American Athletic,1,0,0,0.0,0,0,0.0
4320,Travis Dye,4360691.0,2020,Oregon,Pac-12,1,0,0,0.0,0,0,0.0
1391,Dontrell Hilliard,3126246.0,2017,Tulane,American Athletic,1,0,0,0.0,0,0,0.0
4322,Travis Levy,4239941.0,2017,Boston College,ACC,1,0,0,0.0,0,0,0.0
279,Austin Parker,3917796.0,2016,Duke,ACC,1,0,0,0.0,0,0,0.0
4324,Travon McMillian,3124074.0,2018,Colorado,Pac-12,1,0,0,0.0,0,0,0.0
3031,Luke Ashworth,4372599.0,2021,Arizona,Pac-12,1,0,1,0.0,0,0,0.0
1402,Drake Dabney,4429466.0,2023,Baylor,Big 12,1,0,0,0.0,0,0,0.0
4327,Tre Harris,4686612.0,2022,Louisiana Tech,Conference USA,1,0,1,0.0,0,0,0.0
3025,Lucky Jackson,3915802.0,2018,Western Kentucky,Conference USA,1,0,0,0.0,0,0,0.0
3024,Lucas Krull,4360231.0,2021,Pittsburgh,ACC,1,0,0,0.0,0,0,0.0
1410,Drew Anderson,4040826.0,2016,Buffalo,Mid-American,1,0,0,0.0,0,0,0.0
3011,Lorenzo Harrison III,4036218.0,2017,Maryland,Big Ten,1,0,0,0.0,0,0,0.0
1417,Drew Cassens,4686817.0,2021,Northern Illinois,Mid-American,1,0,0,0.0,0,0,0.0
2932,LaBaron Anthony,3123790.0,2016,Georgia Southern,Sun Belt,1,0,1,0.0,0,0,0.0
263,Austin Conway,4036754.0,2019,Wyoming,Mountain West,1,0,0,0.0,0,0,0.0
4366,Trey Lowe III,4362211.0,2023,Liberty,Conference USA,3,0,0,0.0,0,0,0.0
4369,Trey Sneed,4033797.0,2018,Rutgers,Big Ten,1,0,0,0.0,0,0,0.0
2864,Kobay White,4035319.0,2019,Boston College,ACC,1,0,1,0.0,0,0,0.0
2861,Kjetil Cline,4036926.0,2017,Army,FBS Independents,1,0,1,0.0,0,0,0.0
1584,Fred Cooper Jr.,4258459.0,2018,Army,FBS Independents,1,0,0,0.0,0,0,0.0
1592,Gabe Myles,546607.0,2015,Mississippi State,SEC,1,0,0,0.0,0,0,0.0
2851,Kierston Harvey,4575718.0,2019,Georgia State,Sun Belt,1,0,0,0.0,0,0,0.0
229,Arthur Hart,3120063.0,2017,Charlotte,Conference USA,1,0,0,0.0,0,0,0.0
228,Arryn Siposs,4371989.0,2019,Auburn,SEC,1,0,0,0.0,0,0,0.0
2848,Khari Blasingame,3122154.0,2016,Vanderbilt,SEC,1,0,0,0.0,0,0,0.0
2838,Khalil Herbert,4035886.0,2018,Kansas,Big 12,1,0,0,0.0,0,0,0.0
2837,Khaleb Hood,4568419.0,2023,Georgia Southern,Sun Belt,1,0,0,0.0,0,0,0.0
2836,Khaleb Hood,4568419.0,2019,Georgia Southern,Sun Belt,1,0,0,0.0,0,0,0.0
2835,Keytaon Thompson,4242243.0,2022,Virginia,ACC,1,0,0,0.0,0,0,0.0
2829,Keyon Lesane,4427789.0,2019,NC State,ACC,1,0,0,0.0,0,0,0.0
1616,Garrett Krstich,519812.0,2015,SMU,American Athletic,2,1,1,0.5,0,0,0.0
1617,Garrett Mmahat,5091744.0,2023,Tulane,American Athletic,1,0,0,0.0,0,0,0.0
1628,Gary Jennings,3916071.0,2017,West Virginia,Big 12,1,0,0,0.0,0,0,0.0
4416,Tyger Goslin,4371846.0,2021,Navy,American Athletic,1,0,1,0.0,0,0,0.0
1642,Gavin Williams,4431035.0,2021,Iowa,Big Ten,1,0,0,0.0,0,0,0.0
1646,Gehrig Dieter,536143.0,2015,Bowling Green,Mid-American,2,0,0,0.0,0,0,0.0
2865,Kobe Hudson,4429056.0,2023,UCF,Big 12,1,0,0,0.0,0,0,0.0
2866,Kobe Paysour,4431505.0,2022,North Carolina,ACC,1,0,0,0.0,0,0,0.0
1581,Frank Nutile,3138735.0,2016,Temple,American Athletic,2,0,0,0.0,0,0,0.0
1504,Emiere Scaife,3124850.0,2015,Georgia State,Sun Belt,8,0,0,0.0,0,0,0.0
1501,Eltoro Allen,4259223.0,2017,Utah State,Mountain West,1,0,0,0.0,0,0,0.0
1502,Emanuel Byrd,3931761.0,2015,Marshall,Conference USA,1,0,0,0.0,0,0,0.0
4372,Treylon Burks,4567156.0,2019,Arkansas,SEC,1,0,0,0.0,0,0,0.0
4373,Treylon Burks,4567156.0,2020,Arkansas,SEC,4,0,2,0.0,0,0,0.0
4374,Treylon Burks,4567156.0,2021,Arkansas,SEC,2,0,0,0.0,0,0,0.0
262,Austin Conway,4036754.0,2018,Wyoming,Mountain West,1,0,0,0.0,0,0,0.0
1503,Emeka Egbuka,4567750.0,2023,Ohio State,Big Ten,1,0,0,0.0,0,0,0.0
2923,Kylen Binn,551967.0,2017,UAB,Conference USA,1,0,1,0.0,0,0,0.0
1520,Eric Gray,4570561.0,2022,Oklahoma,Big 12,2,1,1,0.5,0,0,0.0
2869,Konata Mumpfield,4710855.0,2021,Akron,Mid-American,1,0,0,0.0,0,0,0.0
2904,Kyle Monangai,4608686.0,2021,Rutgers,Big Ten,1,0,0,0.0,0,0,0.0
1543,Evan Deckers,4361727.0,2020,UMass,FBS Independents,1,0,0,0.0,0,0,0.0
2893,Kyle Hicks,545512.0,2016,TCU,Big 12,1,0,0,0.0,0,0,0.0
2892,Kyle Hicks,545512.0,2015,TCU,Big 12,1,0,0,0.0,0,0,0.0
4386,Troy Hawthorne,534198.0,2015,UNLV,Mountain West,1,0,0,0.0,0,0,0.0
1547,Evan Orth,3129265.0,2017,South Alabama,Sun Belt,1,0,0,0.0,0,0,0.0
1553,Evan Shirreffs,3917848.0,2019,Charlotte,Conference USA,2,0,0,0.0,0,0,0.0
2872,Koy Moore,4431277.0,2022,Auburn,SEC,1,0,1,0.0,0,0,0.0
1846,Ihmir Smith-Marsette,4240573.0,2019,Iowa,Big Ten,1,0,0,0.0,0,0,0.0
4513,Tyrell Robinson,4689825.0,2021,Army,FBS Independents,1,0,0,0.0,0,0,0.0
141,Amen Ogbongbemiga,4038432.0,2018,Oklahoma State,Big 12,1,0,0,0.0,0,0,0.0
2066,Jakarius Caston,4880734.0,2021,Southern Mississippi,Conference USA,1,0,0,0.0,0,0,0.0
4627,Xavier Weaver,4428811.0,2021,South Florida,American Athletic,1,0,0,0.0,0,0,0.0
2075,Jake Bobo,4360405.0,2019,Duke,ACC,1,0,0,0.0,0,0,0.0
2299,Jay Woolfolk,4605835.0,2022,Virginia,ACC,3,0,0,0.0,0,0,0.0
2103,Jake McClure,4241418.0,2019,Oklahoma State,Big 12,1,0,0,0.0,0,0,0.0
2276,Jauan Wesley,3128397.0,2018,Northern Illinois,Mid-American,1,0,0,0.0,0,0,0.0
2275,Jauan Jennings,3886598.0,2019,Tennessee,SEC,1,0,0,0.0,0,0,0.0
2271,Jason Smith,3892692.0,2015,Auburn,SEC,2,0,1,0.0,0,0,0.0
2266,Jason Goldstein,4374495.0,2021,Southern Mississippi,Conference USA,1,0,1,0.0,0,0,0.0
58,Adam Barry,4568616.0,2019,Temple,American Athletic,1,1,0,1.0,0,0,0.0
2110,Jake Smithhart,4896802.0,2021,Southern Mississippi,Conference USA,1,0,0,0.0,0,0,0.0
2111,Jake Sopko,4037495.0,2018,Cincinnati,American Athletic,1,0,0,0.0,0,0,0.0
55,Aaron Young,4574732.0,2020,Rutgers,Big Ten,1,0,0,0.0,0,0,0.0
54,Aaron Young,3917789.0,2019,Duke,ACC,2,0,1,0.0,0,0,0.0
2112,Jake Stoshak,3122720.0,2018,Florida Atlantic,Conference USA,1,0,0,0.0,0,0,0.0
2118,Jakobi Meyers,3916433.0,2018,NC State,ACC,2,0,0,0.0,0,0,0.0
4645,Zach Davidson,3125059.0,2015,Kansas State,Big 12,1,0,0,0.0,0,0,0.0
2255,Jason Bean,4360900.0,2018,North Texas,Conference USA,2,0,1,0.0,0,0,0.0
2252,Jarvion Franklin,3129453.0,2017,Western Michigan,Mid-American,1,0,1,0.0,0,0,0.0
47,Aaron Jackson,4363522.0,2020,Eastern Michigan,Mid-American,1,0,0,0.0,0,0,0.0
2067,Jakarius Caston,4880734.0,2023,Southern Mississippi,Sun Belt,1,0,0,0.0,0,0,0.0
4624,Xavier Hutchinson,4686422.0,2022,Iowa State,Big 12,1,0,0,0.0,0,0,0.0
1847,Ii  Bobb Brown,4390371.0,2018,San José State,Mountain West,1,0,0,0.0,0,0,0.0
2313,Jaydon Mickens,535324.0,2015,Washington,Pac-12,1,0,0,0.0,0,0,0.0
2356,Jensen Jones,4708478.0,2022,Air Force,Mountain West,1,0,0,0.0,0,0,0.0
1, ,2028046.0,2018,Wyoming,Mountain West,2,0,0,0.0,0,0,0.0
2050,Jacquez Sloan,4243455.0,2019,Western Kentucky,Conference USA,1,0,1,0.0,0,0,0.0
4603,William Watson III,4920153.0,2023,Virginia Tech,ACC,1,0,0,0.0,0,0,0.0
82,Ajalen Holley,531563.0,2015,Louisiana Monroe,Sun Belt,1,0,0,0.0,0,0,0.0
81,Aidan Willard,4255985.0,2018,Oregon State,Pac-12,1,0,0,0.0,0,0,0.0
2055,Jaden Walley,4578654.0,2021,Mississippi State,SEC,1,0,0,0.0,0,0,0.0
2057,Jaedyn McKinstry,4710759.0,2021,Bowling Green,Mid-American,2,0,1,0.0,0,0,0.0
63,Adrian Hardy,4052236.0,2020,Louisiana Tech,Conference USA,1,0,0,0.0,0,0,0.0
62,Adrian Hardy,4052236.0,2019,Louisiana Tech,Conference USA,1,0,0,0.0,0,0,0.0
2331,Je'Quan Burton,4368341.0,2021,Florida Atlantic,Conference USA,1,0,0,0.0,0,0,0.0
2330,Jayson VanHook,3915898.0,2020,UTEP,Conference USA,2,0,0,0.0,0,0,0.0
2324,Jaylin Noel,4586312.0,2022,Iowa State,Big 12,1,0,0,0.0,0,0,0.0
2323,Jaylin Nelson,4241666.0,2019,Texas State,Sun Belt,1,0,0,0.0,0,0,0.0
2321,Jaylin Lane,4602667.0,2023,Virginia Tech,ACC,1,0,0,0.0,0,0,0.0
60,Adam Williams,4257347.0,2018,Memphis,American Athletic,1,0,0,0.0,0,0,0.0
4619,Xavier Gaines,4043607.0,2018,Marshall,Conference USA,1,0,0,0.0,0,0,0.0
4621,Xavier Gaines,4043607.0,2020,Marshall,Conference USA,1,0,1,0.0,0,0,0.0
4622,Xavier Gaines,4043607.0,2021,Marshall,Conference USA,1,0,0,0.0,0,0,0.0
46,Aaron Fuller,4039000.0,2019,Washington,Pac-12,1,0,0,0.0,0,0,0.0
2127,Jalen Greene,3120349.0,2016,USC,Pac-12,1,0,0,0.0,0,0,0.0
2138,Jalen McCleskey,3919609.0,2016,Oklahoma State,Big 12,1,0,0,0.0,0,0,0.0
4652,Zach Potter,4036931.0,2017,Army,FBS Independents,1,0,0,0.0,0,0,0.0
14,- 3a,4393280.0,2018,Virginia,ACC,1,0,0,0.0,0,0,0.0
2163,Jamarye Joiner,4372597.0,2019,Arizona,Pac-12,1,0,0,0.0,0,0,0.0
4683,Zack Rogers,546485.0,2015,New Mexico,Mountain West,1,0,0,0.0,0,0,0.0
4684,Zahir Abdus-Salaam,4682904.0,2023,Western Michigan,Mid-American,1,0,1,0.0,0,0,0.0
4685,Zak Burnett,4695819.0,2023,Liberty,Conference USA,3,0,0,0.0,0,0,0.0
4686,Zakhari Franklin,4427225.0,2022,UT San Antonio,Conference USA,1,0,0,0.0,0,0,0.0
2200,James Williams,3884368.0,2018,Washington State,Pac-12,1,0,0,0.0,0,0,0.0
2165,Jamarye Joiner,4372597.0,2022,Arizona,Pac-12,1,0,0,0.0,0,0,0.0
2195,James Sherman,3128616.0,2017,Texas State,Sun Belt,1,0,0,0.0,0,0,0.0
4691,Zaquandre White,4240032.0,2021,South Carolina,SEC,1,0,0,0.0,0,0,0.0
4692,Zay Flowers,4429615.0,2019,Boston College,ACC,1,0,0,0.0,0,0,0.0
2194,James Proche,3916204.0,2019,SMU,American Athletic,2,0,0,0.0,0,0,0.0
2193,James Proche,3916204.0,2018,SMU,American Athletic,1,0,0,0.0,0,0,0.0
7,- 12,4396555.0,2018,Charlotte,Conference USA,1,0,0,0.0,0,0,0.0
5,- 0f,4409845.0,2018,Arkansas State,Sun Belt,4,0,0,0.0,0,0,0.0
2166,Jamauri Bogan,3129454.0,2017,Western Michigan,Mid-American,1,1,0,1.0,0,0,0.0
4, ,2991949.0,2019,Liberty,FBS Independents,1,0,0,0.0,0,0,0.0
3, ,2991840.0,2020,Oregon State,Pac-12,1,0,0,0.0,0,0,0.0
2, ,2587814.0,2018,Arkansas State,Sun Belt,1,0,0,0.0,0,0,0.0
15,- 4p,4401965.0,2018,Virginia Tech,ACC,1,0,0,0.0,0,0,0.0
2206,Jamious Griffin,4429709.0,2022,Oregon State,Pac-12,1,0,0,0.0,0,0,0.0
2161,Jamal Turner,512844.0,2015,Nebraska,Big Ten,1,0,0,0.0,0,0,0.0
4662,Zach Von Rosenberg,2561489.0,2018,LSU,SEC,1,0,0,0.0,0,0,0.0
4653,Zach Potter,4036931.0,2019,Army,FBS Independents,1,0,0,0.0,0,0,0.0
2139,Jalen McCleskey,3919609.0,2017,Oklahoma State,Big 12,1,0,1,0.0,0,0,0.0
2140,Jalen McMillan,4430834.0,2021,Washington,Pac-12,1,0,0,0.0,0,0,0.0
2148,Jalen Robinette,554520.0,2016,Air Force,Mountain West,1,0,0,0.0,0,0,0.0
2149,Jalen Royals,5082630.0,2023,Utah State,Mountain West,1,0,0,0.0,0,0,0.0
2150,Jalen Walker,4244306.0,2019,Miami (OH),Mid-American,1,0,0,0.0,0,0,0.0
28,A.j. Davis,4430964.0,2021,UAB,Conference USA,1,0,0,0.0,0,0,0.0
2222,Jared Wayne,4430681.0,2022,Pittsburgh,ACC,1,0,1,0.0,0,0,0.0
4663,Zach Werlinger,3134011.0,2016,Arizona,Pac-12,5,0,0,0.0,0,0,0.0
2213,Jared Atkinson,4035390.0,2019,Baylor,Big 12,1,0,0,0.0,0,0,0.0
2220,Jared Sparks,4035711.0,2021,Louisiana Monroe,Sun Belt,1,0,0,0.0,0,0,0.0
21,- Of,4396692.0,2018,Nevada,Mountain West,1,0,1,0.0,0,0,0.0
2218,Jared Rayman,4568497.0,2023,Virginia,ACC,1,0,0,0.0,0,0,0.0
19,- 8p,4391405.0,2018,Georgia Tech,ACC,1,0,1,0.0,0,0,0.0
4668,Zach Wright,536507.0,2015,Rice,Conference USA,1,0,0,0.0,0,0,0.0
18,- 8a,4385989.0,2018,Florida International,Conference USA,2,1,0,0.5,0,0,0.0
2155,Jalon Calhoun,4429362.0,2020,Duke,ACC,1,0,1,0.0,0,0,0.0
4672,Zack Bennema,3928918.0,2016,Baylor,Big 12,1,0,0,0.0,0,0,0.0
2365,Jerico Richardson,550567.0,2015,Nevada,Mountain West,1,0,0,0.0,0,0,0.0
2366,Jermaine Brown Jr.,4570130.0,2023,UAB,American Athletic,1,0,0,0.0,0,0,0.0
2028,Jacob Herbers,3728299.0,2018,Minnesota,Big Ten,1,0,0,0.0,0,0,0.0
1908,J.J. Pegues,4430896.0,2020,Auburn,SEC,1,1,0,1.0,0,0,0.0
133,Alvonta Jenkins,514282.0,2015,Miami (OH),Mid-American,2,0,0,0.0,0,0,0.0
2575,Josh Hokit,4049391.0,2018,Fresno State,Mountain West,1,0,1,0.0,0,0,0.0
2572,Josh Growden,3843725.0,2016,LSU,SEC,1,0,0,0.0,0,0,0.0
2569,Josh Cleveland,4046740.0,2016,Bowling Green,Mid-American,1,0,0,0.0,0,0,0.0
4527,V'Angelo Bentley,530630.0,2015,Illinois,Big Ten,1,0,0,0.0,0,0,0.0
130,Alvin Bailey,551312.0,2015,Florida,SEC,1,0,0,0.0,0,0,0.0
